Date,Heure,Temperature
22-04-2024,10:38:37,25.4
22-04-2024,10:38:43,25.4
22-04-2024,10:38:48,25.4
22-04-2024,10:38:54,25.4
22-04-2024,10:38:59,25.4
22-04-2024,10:40:41,25.8
22-04-2024,10:40:47,25.7
22-04-2024,10:40:52,25.7
22-04-2024,10:40:58,25.8
22-04-2024,10:41:03,25.8
22-04-2024,10:41:09,25.8
22-04-2024,10:41:14,25.8
22-04-2024,10:41:19,25.8
22-04-2024,10:41:25,25.8
22-04-2024,10:41:30,25.8
22-04-2024,10:41:36,25.8
22-04-2024,10:41:41,25.8
22-04-2024,10:41:46,25.8
22-04-2024,10:41:52,25.8
22-04-2024,10:41:57,25.8
22-04-2024,10:42:03,25.8
22-04-2024,10:42:08,25.8
22-04-2024,10:42:13,25.8
22-04-2024,10:42:19,25.8
22-04-2024,10:42:25,25.8
22-04-2024,10:42:30,25.8
22-04-2024,10:42:36,25.8
22-04-2024,10:42:41,25.8
22-04-2024,10:42:47,25.8
22-04-2024,10:42:52,25.8
22-04-2024,10:42:58,25.8
22-04-2024,10:43:03,25.8
22-04-2024,10:43:09,25.8
22-04-2024,10:43:14,25.8
22-04-2024,10:43:20,25.8
22-04-2024,10:43:25,25.8
22-04-2024,10:43:30,25.9
22-04-2024,10:43:36,26.0
22-04-2024,10:43:41,26.0
22-04-2024,10:43:47,25.9
22-04-2024,10:43:52,25.8
22-04-2024,10:43:57,25.8
22-04-2024,10:44:06,25.8
22-04-2024,10:44:11,25.8
22-04-2024,10:44:17,25.8
22-04-2024,10:44:22,25.8
22-04-2024,10:44:28,25.8
22-04-2024,10:44:33,25.8
22-04-2024,10:44:39,25.8
22-04-2024,10:44:44,25.8
22-04-2024,10:44:49,25.8
22-04-2024,10:44:55,25.8
22-04-2024,10:45:00,25.8
22-04-2024,10:45:06,25.8
22-04-2024,10:45:11,25.8
22-04-2024,10:45:17,25.8
22-04-2024,10:45:22,25.8
22-04-2024,10:45:27,25.8
22-04-2024,10:45:33,25.8
22-04-2024,10:45:38,25.8
22-04-2024,10:45:44,25.8
22-04-2024,10:45:49,25.8
22-04-2024,10:45:55,25.8
22-04-2024,10:46:00,25.8
22-04-2024,10:46:06,25.8
22-04-2024,10:46:11,25.8
22-04-2024,10:46:17,25.8
22-04-2024,10:46:22,25.8
22-04-2024,10:46:28,25.8
22-04-2024,10:46:33,25.8
22-04-2024,10:46:38,25.8
22-04-2024,10:46:44,25.8
22-04-2024,10:46:49,25.8
22-04-2024,11:03:15,25.8
22-04-2024,11:03:20,25.8
22-04-2024,11:03:26,25.8
22-04-2024,11:03:31,25.8
22-04-2024,11:03:37,25.8
22-04-2024,11:03:42,25.8
22-04-2024,11:03:48,25.8
22-04-2024,11:03:53,25.8
22-04-2024,11:03:59,25.8
22-04-2024,11:04:04,25.8
22-04-2024,11:04:09,25.8
22-04-2024,11:07:13,25.8
22-04-2024,11:07:19,25.8
22-04-2024,11:07:24,25.8
22-04-2024,11:07:29,25.8
22-04-2024,11:07:35,25.8
22-04-2024,11:07:40,25.8
22-04-2024,11:07:46,25.8
22-04-2024,11:07:51,25.8
22-04-2024,11:07:57,25.8
22-04-2024,11:08:02,25.8
22-04-2024,11:08:08,25.8
22-04-2024,11:08:14,25.8
22-04-2024,11:08:19,25.8
22-04-2024,11:08:24,25.8
22-04-2024,11:08:30,25.8
22-04-2024,11:08:35,25.8
22-04-2024,11:08:41,25.8
22-04-2024,11:08:46,25.8
22-04-2024,11:08:52,25.8
22-04-2024,11:08:57,25.8
22-04-2024,11:09:03,25.8
22-04-2024,11:09:08,25.8
22-04-2024,11:09:14,25.8
22-04-2024,11:09:19,25.8
22-04-2024,11:09:25,25.8
22-04-2024,11:09:30,25.8
22-04-2024,11:09:36,25.8
22-04-2024,11:09:41,25.8
22-04-2024,11:09:47,25.8
22-04-2024,11:09:52,25.8
22-04-2024,11:09:58,25.8
22-04-2024,11:10:03,25.8
22-04-2024,11:10:09,25.8
22-04-2024,11:10:14,25.8
22-04-2024,11:10:20,25.8
22-04-2024,11:10:25,25.8
22-04-2024,11:10:31,25.8
22-04-2024,11:10:36,25.8
22-04-2024,11:10:42,25.8
22-04-2024,11:10:47,25.8
22-04-2024,11:10:52,25.8
22-04-2024,11:10:58,25.8
22-04-2024,11:11:04,25.8
22-04-2024,11:11:09,25.8
22-04-2024,11:11:15,25.8
22-04-2024,11:11:20,25.8
22-04-2024,11:11:26,25.8
22-04-2024,11:11:31,25.8
22-04-2024,11:11:37,25.8
22-04-2024,11:11:42,25.8
22-04-2024,11:11:48,25.8
22-04-2024,11:11:53,25.8
22-04-2024,11:11:59,25.8
22-04-2024,11:12:04,25.8
22-04-2024,11:12:10,25.8
22-04-2024,11:12:15,25.8
22-04-2024,11:12:21,25.8
22-04-2024,11:12:26,25.8
22-04-2024,11:12:32,25.8
22-04-2024,11:12:37,25.8
22-04-2024,11:12:43,25.8
22-04-2024,11:12:48,25.8
22-04-2024,11:12:54,25.8
22-04-2024,11:12:59,25.8
22-04-2024,11:13:05,25.8
22-04-2024,11:13:10,25.8
22-04-2024,11:13:16,25.8
22-04-2024,11:13:21,25.8
22-04-2024,11:13:27,25.8
22-04-2024,11:13:32,25.8
22-04-2024,11:13:38,25.8
22-04-2024,11:13:43,25.8
22-04-2024,11:13:49,25.8
22-04-2024,11:13:54,25.8
22-04-2024,11:14:00,25.8
22-04-2024,11:14:06,25.8
22-04-2024,11:14:11,25.8
22-04-2024,11:14:17,25.8
22-04-2024,11:14:28,25.8
22-04-2024,11:14:34,25.8
22-04-2024,11:14:39,25.8
22-04-2024,11:14:45,25.8
22-04-2024,11:14:50,25.8
22-04-2024,11:14:55,25.8
22-04-2024,11:15:01,25.8
22-04-2024,11:15:06,25.8
22-04-2024,11:15:12,25.8
22-04-2024,11:15:17,25.8
22-04-2024,11:15:23,25.8
22-04-2024,11:15:28,25.8
22-04-2024,11:15:33,25.8
22-04-2024,11:15:39,25.8
22-04-2024,11:15:44,25.8
22-04-2024,11:15:49,25.8
22-04-2024,11:15:55,25.8
22-04-2024,11:16:00,25.8
22-04-2024,11:16:06,25.8
22-04-2024,11:16:11,25.8
22-04-2024,11:16:16,25.8
22-04-2024,11:16:22,25.8
22-04-2024,11:16:27,25.8
22-04-2024,11:16:33,25.8
22-04-2024,11:16:38,25.8
22-04-2024,11:16:43,25.8
22-04-2024,11:16:49,25.8
22-04-2024,11:16:54,25.8
22-04-2024,11:17:00,25.8
22-04-2024,11:17:05,25.8
22-04-2024,11:17:11,25.8
22-04-2024,11:17:16,25.8
22-04-2024,11:17:21,25.8
22-04-2024,11:17:27,25.8
22-04-2024,11:17:45,25.8
22-04-2024,11:17:51,25.8
22-04-2024,11:17:56,25.8
25-04-2024,08:23:21,24.3
25-04-2024,08:23:27,24.3
25-04-2024,08:23:32,24.3
25-04-2024,08:23:37,24.2
25-04-2024,08:23:43,24.2
25-04-2024,08:23:48,24.2
25-04-2024,08:23:54,24.2
25-04-2024,08:23:59,24.2
25-04-2024,08:24:05,24.1
25-04-2024,08:24:10,24.1
25-04-2024,08:24:15,24.1
25-04-2024,08:24:21,24.1
25-04-2024,08:24:26,23.9
25-04-2024,08:24:32,23.9
25-04-2024,08:24:37,23.9
25-04-2024,08:24:43,23.9
25-04-2024,08:24:48,23.9
25-04-2024,08:24:53,23.9
25-04-2024,08:24:59,23.9
25-04-2024,08:25:04,23.9
25-04-2024,08:25:10,23.9
25-04-2024,08:25:15,23.9
25-04-2024,08:25:21,23.9
25-04-2024,08:25:26,23.9
25-04-2024,08:25:32,23.9
25-04-2024,08:25:37,23.9
25-04-2024,08:25:43,23.9
25-04-2024,08:25:48,23.9
25-04-2024,08:25:53,23.9
25-04-2024,08:25:59,23.9
25-04-2024,08:26:04,23.9
25-04-2024,08:26:10,24.1
25-04-2024,08:26:15,24.2
25-04-2024,08:26:21,24.3
25-04-2024,08:26:26,24.4
25-04-2024,08:26:31,24.4
25-04-2024,08:26:37,24.5
25-04-2024,08:26:42,24.5
25-04-2024,08:26:48,24.7
25-04-2024,08:26:53,24.7
25-04-2024,08:26:59,24.9
25-04-2024,08:27:04,24.9
25-04-2024,08:27:09,24.9
25-04-2024,08:27:15,24.9
25-04-2024,08:28:37,25.4
25-04-2024,08:28:42,25.4
25-04-2024,08:28:48,25.3
25-04-2024,08:28:53,25.2
25-04-2024,08:28:59,25.2
25-04-2024,08:29:04,25.2
25-04-2024,08:29:10,25.1
25-04-2024,08:29:15,25.1
25-04-2024,08:29:21,25.0
25-04-2024,08:29:26,25.0
25-04-2024,08:29:32,25.0
25-04-2024,08:29:37,25.0
25-04-2024,08:29:43,25.0
25-04-2024,08:34:07,26.5
25-04-2024,08:34:12,26.5
25-04-2024,08:34:18,26.5
25-04-2024,08:34:23,26.7
25-04-2024,08:34:29,26.9
25-04-2024,08:34:34,26.9
25-04-2024,08:34:40,26.9
25-04-2024,08:34:45,26.9
25-04-2024,08:34:50,26.9
25-04-2024,08:35:13,26.9
25-04-2024,08:35:19,26.9
25-04-2024,08:35:24,26.9
25-04-2024,08:35:30,26.9
25-04-2024,08:35:35,26.9
25-04-2024,08:35:40,26.8
25-04-2024,08:35:46,26.5
25-04-2024,08:35:51,26.5
25-04-2024,08:35:57,26.5
25-04-2024,08:36:02,26.5
25-04-2024,08:36:08,26.5
25-04-2024,08:36:13,26.5
25-04-2024,08:36:19,26.5
25-04-2024,08:36:24,26.5
25-04-2024,08:36:29,26.5
25-04-2024,08:36:46,26.8
25-04-2024,08:36:51,26.8
25-04-2024,08:36:57,26.5
25-04-2024,08:37:02,26.5
25-04-2024,08:37:08,26.5
25-04-2024,08:37:14,26.5
25-04-2024,08:37:19,26.5
25-04-2024,08:37:24,26.5
25-04-2024,08:37:30,26.5
25-04-2024,08:37:35,26.5
25-04-2024,08:37:41,26.5
25-04-2024,08:37:46,26.5
25-04-2024,08:37:52,26.5
25-04-2024,08:37:57,26.8
25-04-2024,08:38:03,26.9
25-04-2024,08:38:08,26.9
25-04-2024,08:38:14,26.9
25-04-2024,08:38:19,26.9
25-04-2024,08:38:25,26.9
25-04-2024,08:38:30,26.9
25-04-2024,08:38:36,26.9
25-04-2024,08:38:41,26.9
25-04-2024,08:38:47,26.6
25-04-2024,08:38:52,26.5
25-04-2024,08:38:58,26.5
25-04-2024,08:41:20,26.9
25-04-2024,08:41:26,26.9
25-04-2024,08:41:31,27.0
25-04-2024,08:41:37,27.1
25-04-2024,08:41:42,27.1
25-04-2024,08:41:48,27.2
25-04-2024,08:42:48,27.6
25-04-2024,08:42:53,27.6
25-04-2024,08:42:59,27.6
25-04-2024,08:43:04,27.6
25-04-2024,08:43:10,27.6
25-04-2024,08:43:16,27.6
25-04-2024,08:44:23,27.6
25-04-2024,08:44:28,27.6
25-04-2024,08:44:34,27.6
25-04-2024,08:44:39,27.4
25-04-2024,08:44:45,27.4
25-04-2024,08:44:50,27.3
25-04-2024,08:45:28,27.4
25-04-2024,08:45:33,27.4
25-04-2024,08:45:39,27.6
25-04-2024,08:45:44,27.6
25-04-2024,08:45:50,27.6
25-04-2024,08:45:55,27.5
25-04-2024,08:46:01,27.6
25-04-2024,08:46:06,27.6
25-04-2024,08:46:12,27.6
25-04-2024,08:46:17,27.6
25-04-2024,08:46:23,27.6
25-04-2024,08:46:28,27.6
25-04-2024,08:47:43,27.6
25-04-2024,08:47:48,27.6
25-04-2024,08:47:54,27.6
25-04-2024,08:47:59,27.6
25-04-2024,08:48:04,27.6
25-04-2024,08:48:10,27.7
25-04-2024,08:48:15,27.7
25-04-2024,08:48:21,27.7
25-04-2024,08:48:26,27.7
25-04-2024,08:48:31,27.7
25-04-2024,08:48:37,27.8
25-04-2024,08:48:42,27.8
25-04-2024,08:48:48,27.8
25-04-2024,08:48:53,27.8
25-04-2024,08:48:59,27.8
25-04-2024,08:49:04,27.8
25-04-2024,08:49:09,27.9
25-04-2024,08:49:15,27.9
25-04-2024,08:49:20,27.9
25-04-2024,08:49:25,27.8
25-04-2024,08:49:40,27.8
25-04-2024,08:49:46,27.7
25-04-2024,08:49:51,27.7
25-04-2024,08:49:57,27.6
25-04-2024,08:50:02,27.6
25-04-2024,08:50:08,27.6
25-04-2024,08:50:13,27.6
25-04-2024,08:50:18,27.6
25-04-2024,08:50:24,27.6
25-04-2024,08:50:29,27.4
25-04-2024,08:50:35,27.4
25-04-2024,08:50:40,27.3
25-04-2024,08:50:45,27.2
25-04-2024,08:50:51,27.2
25-04-2024,08:50:56,27.2
25-04-2024,08:51:02,27.2
25-04-2024,08:51:12,27.3
25-04-2024,08:51:17,27.3
25-04-2024,08:51:23,27.3
25-04-2024,08:51:28,27.3
25-04-2024,08:51:33,27.2
25-04-2024,08:51:39,27.2
25-04-2024,08:51:44,27.2
25-04-2024,08:51:50,27.2
25-04-2024,08:51:55,27.2
25-04-2024,08:52:01,27.1
25-04-2024,08:52:06,27.1
25-04-2024,08:52:12,27.1
25-04-2024,08:52:17,27.1
25-04-2024,08:52:22,27.1
25-04-2024,08:52:28,27.1
25-04-2024,08:52:33,27.0
25-04-2024,08:52:39,27.0
25-04-2024,08:52:47,26.9
25-04-2024,08:52:52,26.9
25-04-2024,08:52:58,26.9
25-04-2024,08:53:03,26.9
25-04-2024,08:53:09,26.9
25-04-2024,08:53:14,26.9
25-04-2024,08:53:20,26.9
25-04-2024,08:53:25,26.9
25-04-2024,08:53:30,26.9
25-04-2024,08:53:36,26.9
25-04-2024,08:53:41,26.9
25-04-2024,08:53:47,26.9
25-04-2024,08:53:52,27.0
25-04-2024,08:53:58,27.0
25-04-2024,08:54:03,26.9
25-04-2024,08:54:08,26.9
25-04-2024,08:54:14,27.0
25-04-2024,08:54:19,27.0
25-04-2024,08:54:25,27.0
25-04-2024,08:54:30,26.9
25-04-2024,08:54:36,26.9
25-04-2024,08:54:41,26.9
25-04-2024,08:54:47,26.9
25-04-2024,08:54:52,26.8
25-04-2024,08:54:58,26.6
25-04-2024,08:55:05,26.5
25-04-2024,08:55:11,26.5
25-04-2024,08:55:16,26.5
25-04-2024,08:55:21,26.5
25-04-2024,08:55:27,26.5
25-04-2024,08:55:32,26.4
25-04-2024,08:55:38,26.3
25-04-2024,08:55:43,26.3
25-04-2024,08:55:49,26.3
25-04-2024,08:55:54,26.2
25-04-2024,08:56:00,26.1
25-04-2024,08:56:05,26.1
25-04-2024,08:56:10,26.1
25-04-2024,08:56:16,26.1
25-04-2024,08:56:21,26.1
25-04-2024,08:56:27,25.9
25-04-2024,08:56:32,25.8
25-04-2024,08:56:38,25.8
25-04-2024,08:56:43,25.8
25-04-2024,08:56:49,25.8
25-04-2024,08:56:54,25.8
25-04-2024,08:57:00,25.8
25-04-2024,08:57:05,25.8
25-04-2024,08:57:11,25.8
25-04-2024,08:57:16,25.8
25-04-2024,08:57:21,25.8
25-04-2024,08:57:27,25.8
25-04-2024,08:57:32,25.8
25-04-2024,08:57:38,25.8
25-04-2024,08:57:44,25.8
25-04-2024,08:57:49,25.8
25-04-2024,08:58:20,26.4
25-04-2024,08:58:30,26.4
25-04-2024,08:58:36,26.5
25-04-2024,08:58:41,26.5
25-04-2024,08:58:47,26.5
25-04-2024,08:58:52,26.5
25-04-2024,08:58:58,26.5
25-04-2024,08:59:03,26.5
25-04-2024,08:59:09,26.5
25-04-2024,08:59:14,26.5
25-04-2024,08:59:20,26.8
25-04-2024,08:59:25,26.8
25-04-2024,08:59:31,26.9
25-04-2024,08:59:36,26.9
25-04-2024,08:59:42,26.9
25-04-2024,08:59:47,26.9
25-04-2024,08:59:53,26.9
25-04-2024,08:59:58,26.9
25-04-2024,09:00:04,26.9
25-04-2024,09:00:09,26.9
25-04-2024,09:00:15,26.9
25-04-2024,09:00:20,26.9
25-04-2024,09:00:26,26.9
25-04-2024,09:00:31,26.9
25-04-2024,09:00:37,26.9
25-04-2024,09:00:42,26.9
25-04-2024,09:00:48,27.0
25-04-2024,09:00:53,27.0
25-04-2024,09:08:25,25.7
25-04-2024,09:08:31,25.7
25-04-2024,09:08:37,25.7
25-04-2024,09:08:42,25.8
25-04-2024,09:08:48,25.7
25-04-2024,09:08:53,25.7
25-04-2024,09:08:59,25.7
25-04-2024,09:09:04,25.7
25-04-2024,09:09:10,25.7
25-04-2024,09:09:15,25.7
25-04-2024,09:09:20,25.7
25-04-2024,09:09:26,25.7
25-04-2024,09:09:50,25.7
25-04-2024,09:09:55,25.8
25-04-2024,09:10:01,25.8
25-04-2024,09:10:06,25.8
25-04-2024,09:10:12,25.8
25-04-2024,09:10:17,25.8
25-04-2024,09:10:23,25.8
25-04-2024,09:10:28,25.8
25-04-2024,09:10:34,25.8
25-04-2024,09:10:39,25.8
25-04-2024,09:10:45,25.8
25-04-2024,09:10:50,25.8
25-04-2024,09:10:56,25.8
25-04-2024,09:11:01,25.8
25-04-2024,09:11:06,25.8
25-04-2024,09:11:12,25.8
25-04-2024,09:11:17,25.8
25-04-2024,09:11:23,25.8
25-04-2024,09:11:28,25.8
25-04-2024,09:11:33,25.8
25-04-2024,09:11:39,25.7
25-04-2024,09:11:45,25.7
25-04-2024,09:11:50,25.7
25-04-2024,09:11:55,25.7
25-04-2024,09:12:01,25.7
25-04-2024,09:12:06,25.7
25-04-2024,09:12:12,25.7
25-04-2024,09:12:17,25.7
25-04-2024,09:12:22,25.7
25-04-2024,09:12:28,25.7
25-04-2024,09:21:30,25.8
25-04-2024,09:21:35,25.8
25-04-2024,09:21:41,25.8
25-04-2024,09:21:46,25.8
25-04-2024,09:21:51,25.8
25-04-2024,09:21:57,25.8
25-04-2024,09:22:02,25.8
25-04-2024,09:22:08,25.8
25-04-2024,09:22:13,25.8
25-04-2024,09:22:19,25.8
25-04-2024,09:22:24,25.8
25-04-2024,09:27:11,26.1
25-04-2024,09:27:17,26.1
25-04-2024,09:27:22,26.1
25-04-2024,09:27:28,26.1
25-04-2024,09:27:33,26.1
25-04-2024,09:27:38,26.1
25-04-2024,09:27:44,26.1
25-04-2024,09:27:49,26.1
25-04-2024,09:27:55,26.1
25-04-2024,09:30:43,26.4
25-04-2024,09:30:48,26.4
25-04-2024,09:30:54,26.4
25-04-2024,09:31:00,26.3
25-04-2024,09:31:05,26.3
25-04-2024,09:31:11,26.3
25-04-2024,09:31:16,26.3
25-04-2024,09:31:21,26.3
25-04-2024,09:31:27,26.3
25-04-2024,09:31:32,26.3
26-04-2024,08:23:20,24.3
26-04-2024,08:23:25,24.3
26-04-2024,08:23:31,24.3
26-04-2024,08:23:36,24.3
26-04-2024,08:23:42,24.3
26-04-2024,08:23:47,24.4
26-04-2024,08:23:52,24.4
26-04-2024,08:23:58,24.4
26-04-2024,08:24:03,24.4
26-04-2024,08:24:09,24.5
26-04-2024,08:31:32,25.1
26-04-2024,08:31:37,25.1
26-04-2024,08:31:43,25.1
26-04-2024,08:31:48,25.1
26-04-2024,08:31:54,25.1
26-04-2024,08:31:59,25.1
26-04-2024,08:32:05,25.2
26-04-2024,08:32:11,25.2
26-04-2024,08:32:16,25.2
26-04-2024,08:32:22,25.2
26-04-2024,08:33:18,25.4
26-04-2024,08:33:24,25.4
26-04-2024,08:33:29,25.4
26-04-2024,08:33:35,25.4
26-04-2024,08:33:40,25.5
26-04-2024,08:33:46,25.6
26-04-2024,08:33:52,25.6
26-04-2024,08:33:57,25.6
26-04-2024,08:34:03,25.7
26-04-2024,08:34:08,25.7
26-04-2024,10:12:59,None
26-04-2024,10:13:04,None
26-04-2024,10:13:10,None
26-04-2024,10:13:15,None
26-04-2024,10:13:21,None
26-04-2024,10:13:26,None
26-04-2024,10:13:32,None
26-04-2024,10:13:38,None
26-04-2024,10:13:43,None
26-04-2024,10:13:49,None
26-04-2024,10:13:55,None
26-04-2024,10:14:00,None
26-04-2024,10:14:06,None
26-04-2024,10:14:11,None
26-04-2024,10:14:17,None
26-04-2024,10:14:22,None
26-04-2024,10:14:28,None
26-04-2024,10:14:33,None
26-04-2024,10:14:39,None
26-04-2024,10:14:44,None
26-04-2024,10:14:50,None
26-04-2024,10:14:55,None
26-04-2024,10:15:01,None
26-04-2024,10:15:07,None
26-04-2024,10:15:12,None
26-04-2024,10:15:18,None
26-04-2024,10:15:23,None
26-04-2024,10:15:29,None
26-04-2024,10:15:35,None
26-04-2024,10:15:40,None
26-04-2024,10:15:46,None
26-04-2024,10:15:52,None
26-04-2024,10:15:57,None
26-04-2024,10:16:03,None
26-04-2024,10:16:08,None
26-04-2024,10:16:14,None
26-04-2024,10:16:19,None
26-04-2024,10:16:25,None
26-04-2024,10:16:31,None
26-04-2024,10:16:36,None
26-04-2024,10:16:42,None
26-04-2024,10:16:47,None
26-04-2024,10:16:53,None
26-04-2024,10:16:58,None
26-04-2024,10:17:04,None
26-04-2024,10:17:10,None
26-04-2024,10:17:15,None
26-04-2024,10:17:21,None
26-04-2024,10:17:27,None
26-04-2024,10:17:32,None
26-04-2024,10:17:38,None
26-04-2024,10:17:44,None
26-04-2024,10:17:49,None
26-04-2024,10:17:55,None
26-04-2024,10:18:00,None
26-04-2024,10:18:06,None
26-04-2024,10:18:11,None
26-04-2024,10:18:17,None
26-04-2024,10:18:23,None
26-04-2024,10:18:28,None
26-04-2024,10:18:34,None
26-04-2024,10:18:39,None
26-04-2024,10:18:45,None
26-04-2024,10:18:50,None
26-04-2024,10:18:56,None
26-04-2024,10:19:02,None
26-04-2024,10:19:07,None
26-04-2024,10:19:13,None
26-04-2024,10:19:18,None
26-04-2024,10:19:25,None
26-04-2024,10:19:30,None
26-04-2024,10:19:36,None
26-04-2024,10:19:41,None
26-04-2024,10:19:47,None
26-04-2024,10:19:52,None
26-04-2024,10:19:58,None
26-04-2024,10:20:04,None
26-04-2024,10:20:09,None